corp_code,corp_name,corp_name_eng,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00980043,비플라이소프트(주),"BFLYSOFT CO., LTD.",비플라이소프트,148780,임경환,K,1401110011243,2218113339,서울특별시 중구 퇴계로 385 준타워 9층,www.bflysoft.co.kr,,02-3487-0215,02-3487-0216,58222,19980825,12
00111218,KD(주),KD Corporation,KD,044180,안태일,K,1201110012914,1398104128,경기도 안산시 단원구 광덕서로 102 406-3호,kdcon.co.kr,,070-5138-4366,02-6952-2187,411,19740806,12
00390408,(주)에프앤리퍼블릭,"FN REPUBLIC Co., Ltd",에프앤리퍼블릭,064090,오창근,K,1243110033334,1308132739,"서울특별시 강남구 영동대로 701 8F(청담동, W타워)",www.fnrepublic.com,,02-558-5752,032-327-0776,468,19910930,12
00113544,대한화섬(주),"DAEHAN SYNTHETIC FIBRER CO.,LTD",대한화섬,003830,정철현,Y,1101110012437,2038143612,서울특별시 중구  동호로 310,www.daehansf.co.kr,,02-3406-0300,02-3406-0274,20501,19631022,12
00155948,코웰패션(주),"COWELL FASHION CO.,LTD",코웰패션,033290,"최용석, 임종민, 김유진(각자대표)",K,1101110166127,1248122987,경기 수원시 팔달구 원천동 381,www.cowellfashion.co.kr,www.cowellfashion.co.kr,031 -217 -2500,031-8060-0799,474,19740611,12
00203315,(주)콘텐트리중앙,ContentreeJoongAng corp.,콘텐트리중앙,036420,"제찬웅, 홍정인(각자대표)",Y,1101110545751,2168110039,서울특별시 강남구 도산대로 156,www.jcontentree.com/,,02-3015-0555,02-751-9815,591,19870928,12
01108099,현대코퍼레이션홀딩스(주),"HYUNDAI CORPORATION HOLDINGS Co.,Ltd.",현대코퍼레이션홀딩스,227840,"정몽혁, 김원갑(각자대표이사)",Y,1101115851559,8138800272,서울특별시 종로구 율곡로2길 25,www.hyundaicorpholdings.com,,02-390-1568,02-390-1599,463,20151002,12
01116274,(주)엠앤씨생명과학,"M&C Life Science Co., Ltd.",엠앤씨생명과학,225860,김현철,E,1311110300960,1298670403,"서울특별시 송파구 법원로11길 11 (문정동, 문정현대지식산업센터1-1) A동 1301호",www.mncls.co.kr,,031-731-1401,031-747-1404,20423,20120103,12
01158553,켄코아에어로스페이스(주),Kencoa Aerospace Corporation,켄코아에어로스페이스,274090,케네스민규리,K,1954110024732,6138169798,경상남도 사천시 사남면 외국기업로 152-44,www.kencoa.com,,055-855-4130,0558544140,31322,20130408,12
00542898,(주)하이소닉,"HYSONIC Co., Ltd.",하이소닉,106080,"박광제, 박성하 (공동 대표이사)",K,1350110111703,1348166610,경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층,www.hysonic.com,,031-8040-0500,031-8084-9633,2629,20010329,12
00158316,(주)NICE홀딩스,"NICE Holdings Co., Ltd",NICE,034310,이현석,Y,1101110505614,2148174186,서울특별시 영등포구 은행로 17 (여의도동) NICE 그룹 1사옥,www.nice.co.kr,,02-2122-4000,02)2122-4111,715,19860911,12
00107598,남양유업(주),"NAMYANG DAIRY PRODUCTS CO.,LTD",남양유업,003920,이광범,Y,1101110092976,2028104367,서울특별시 강남구 도산대로 240 1964빌딩,www.namyangi.com,,02-2010-6601,02-730-8159,10501,19640313,12
00228059,(주)휴온스글로벌,"Huons Global Co., Ltd.",휴온스글로벌,084110,송수영,K,1101110400202,1298107002,경기도 성남시 수정구 창업로 17 판교 아이스퀘어 A동 9층,www.huonsglobal.com,huonsglobal.com/web/home_.php?go=Cmenu_05,02-854-4700,02-6455-5063,212,19870710,12
01084294,오토앤(주),AUTO& Inc.,오토앤,353590,최찬욱,K,1352110032202,1388172768,경기도 안양시 만안구 전파로24번길 63,www.auton.kr,,16447160,031-465-3387,4521,20120131,12
00128227,삼정펄프(주),"SAM JUNG PULP CO.,LTD.",삼정펄프,009770,전성오,Y,1347110000333,1258100201,경기도 평택시 고덕면 해창리 250,www.sjpulp.com,,02-743-7071,,171,19740409,12
00565154,(주)이노션,INNOCEAN WORLDWIDE INC.,이노션,214320,이용우,Y,1101113229097,2208709310,서울특별시 강남구 강남대로 308,www.innocean.com,,02-2016-2300,02-2016-2151,71310,20050517,12
01217014,(주)트윔,TWIM Corp,트윔,290090,"정한섭,정해주(각자 대표이사)",K,1501110132344,3178116772,경기도 화성시 삼성1로4길 7-4,www.twim21.com,,031-8055-8455,030334428111,58222,20100121,12
00198192,(주)한국팩키지,"HANKUK PACKAGE CO., LTD.",한국팩키지,037230,"이명신, 이우진 ",K,1350110040291,1348118419,경기도 안산시 단원구  해안로 227 (주)한국팩키지,www.hkpak.co.kr,,02-565-8600,02-565-8674,17223,19931108,12
00240857,(주)바이오스마트,"BioSmart Co., Ltd.",바이오스마트,038460,윤호권,K,1101110414302,2018149003,서울특별시 성동구 광나루로 172-,www.bio-smart.com,,02-3218-9000,02-3218-9050,26293,19851230,12
00141556,오로라월드(주),AURORA WORLD Corporation,오로라,039830,"각자대표 홍기선, 각자대표 노재연",K,1101110407456,2158102803,서울특별시 강남구 테헤란로 624 오로라빌딩,www.auroraworld.com,,02  -3420-4114,02-3420-4003,73203,19850925,12
00632845,(주)노랑풍선,"Yellow Balloon Tour Co., Ltd.",노랑풍선,104620,김진국,K,1101112307539,1048164440,"서울특별시 중구 수표로 31 (저동2가, 노랑풍선빌딩)",www.ybtour.com,,02-1544-2288,02-2175-0612,75210,20010813,12
00185046,(주)에스엠컬처앤콘텐츠,"SM Culture & Contents Co., Ltd.",SM C&C,048550,"김동준, 남궁철",K,1101110275134,2198111153,"서울특별시 성동구 왕십리로 83-21 디타워동 14층(성수동1가, 아크로 서울포레스트)",www.smcultureandcontents.com,,02-6233-6400,02-6240-9590,713,19800513,12
00866594,(주)미애부,"Miev Co., Ltd.",미애부,225850,김현철,E,1101112869282,2118740485,"서울특별시 송파구 법원로11길 11 (문정동, 문정현대지식산업센터1-1) A동 13층 1301호",www.miev.co.kr,,02-528-6700,02-528-6703,464,20031006,12
00808022,(주)메지온,"Mezzion Pharma Co., Ltd.",메지온,140410,박동현,K,1101112615578,2048172221,서울특별시 강남구 삼성로 570 석천빌딩 7층,-,www.mezzion.co.kr,02-560-8000,02-566-6517,70113,20020925,12
01592447,에스케이온 주식회사,"SK On Co., Ltd.",에스케이온,,지동섭,E,1101118042379,2428702258,서울특별시 종로구 종로 26,www.sk-on.co.kr/,,02-2121-5114,02-2121-2118,28202,20211001,12
00643656,(주)위메이드맥스,"Wemade Max Co., Ltd.",위메이드맥스,101730,"장현국, 이길형 각자 대표이사",K,1101111401051,2148615315,경기도 성남시 분당구 대왕판교로644번길 49 위메이드타워(삼평동) 4층,www.wemademax.com,www.wemademax.com/ir.php?type=ir_05,02-420-8854,02-420-8855,5821,19970410,12
00923826,(주)유테크,"U-Tech Co.,Ltd.",유테크,178780,김민기,K,1351110081475,1238606766,경기도 안양시 동안구 흥안대로 51 501호(호계동),www.u-tech.co.kr,,031-444-0202,031-477-0373,468,20060801,12
00818472,(주)이큐셀,"EQUIPMENTS CELL CO.,LTD",이큐셀,160600,이헌철,K,1244110067216,1378161860,경기도 수원시 권선구 산업로155번길 187 (고색동),www.sntek.com,,031-299-3888,0312993889,2927,20040630,12
00532855,한국유니온제약 주식회사,"UNION KOREA PHARM CO.,Ltd",한국유니온제약,080720,백병하,K,1801110007062,6078121765,강원도 원주시 문막읍 문막공단길 246,www.ukp.co.kr/,,02-489-3611,02-489-5970,21210,19850810,12
00186939,(주)특수건설,TuksuConstruction,특수건설,026150,"김중헌, 김도헌 (각자 대표이사)",K,1101110115885,2038146827,서울특별시 서초구 서운로 7 -,www.tuksu.co.kr,,02-590-6400,02-590-6440,412,19710531,12
00257149,지더블유바이텍(주),"GW Vitek CO.,LTD.",지더블유바이텍,036180,양재원,K,1701110074493,5028128269,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",www.younginfrontier.com,,02-2140-3300,02-2140-3310,4659,19940420,12
00132202,선진뷰티사이언스(주),"SUNJIN BEAUTY SCIENCE CO., LTD.",선진뷰티사이언스,086710,이성호,K,1350110029576,1348101179,서울특별시 금천구 가산디지털2로 43-14 가산한화비즈메트로 2차 8층,sunjinbs.co.kr,,031-494-6322,031-494-6321,20499,19880601,12
00612294,(주)피엔티,"PEOPLE & TECHNOLOGY, INC.",피엔티,137400,김준섭,K,1752110017454,5138132083,경상북도 구미시 첨단기업로 33 (주)피엔티,www.epnt.co.kr,,054-469-6900,054-469-6992,292,20031230,12
00144243,유니슨(주),"UNISON CO., LTD.",유니슨,018000,허화도,K,1101110382020,1208130898,경상남도 사천시 사남면 해안산업로 513 -,www.unison.co.kr,,02  -528 -8777,02-553-6415,29119,19840924,12
00110583,(주)대성엘텍,"DAESUNG ELTEC CO., LTD.",대성엘텍,025440,양원기,K,1101110254344,1198102446,서울 금천구 가산동 60-19 번지,www.dseltec.co.kr,,02-867-0061,02-2102-3179,265,19790605,12
01345070,쿼럼바이오 주식회사,"Quorum Bio Co.,Ltd.",쿼럼바이오,,심재현,E,2849110112034,1418133039,"서울특별시 종로구 대학로 101 (연건동, 서울대학교병원) 서울대학교 치의학 대학원 생체연구동501-1호",www.quorumbio.com,,02-762-2830,070-8277-4023,27199,20130111,12
00583026,(주)율호,"Yulho Co., LTD.",율호,072770,이정남,K,1101111518418,1138146922,서울특별시 서초구 서초대로 6 13층,www.neodian.co.kr,,02-2082-2800,02-2802-2805,620,19980303,12
00194947,한전산업개발(주),"Korea Electronic Power Industrial Development Co., Ltd",한전산업,130660,김평환,Y,1101110692875,2038158148,서울특별시 중구  서소문로 115 한산빌딩,www.kepid.co.kr,,02-2250-2700,02)2250-2779,72129,19900411,12
00363510,소니드(주),Sonid Inc.,소니드,060230,최시명,K,1101111833486,1148193374,충청남도 천안시 서북구 2공단7길 50 (차암동),www.exax.co.kr,,041-410-7777,070-8677-7198,204,19991222,12
00205003,(주)좋은사람들,"GOOD PEOPLE CO., LTD.",좋은사람들,033340,-,K,1101110939326,1058158242,"서울특별시 마포구 연희로 11 한국특허정보원빌딩 서울 마포구 연희로 11, 5층(동교동, 한국특허정보원빌딩",www.goodpeople.co.kr,,02-320-6600,02-334-6005,14120,19930501,12
00130587,서울전자통신(주),SEOUL ELECTRONICS & TELECOM,서울전자통신,027040,호경근,K,1243110009781,1308110787,인천광역시 부평구 새벌로 4사무동 4층,www.seoulset.com,,032-723-4111,032-723-4112,465,19830617,12
00125725,(주)디모아,"DMOA Co., Ltd",디모아,016670,이혁수,K,1101110340979,1068150113,"서울특별시 용산구 서빙고로51길 52 6,7층",www.dimoa.co.kr,,02-2046-9323,070-4015-3724,467,19821230,12
00111689,대우전자부품(주),"DAEWOOELECTRONICCOMPONENTS CO.,LTD",대우부품,009320,"서중호,문종은",Y,1341110000822,1238100262,전라북도 정읍시  공단2길 3,www.dwecc.com,,063-530-8171,063)536-5517,303,19731013,12
00103635,(주)광림,"KANGLIM Co., LTD.",광림,014200,성석경,K,1201110009268,3018108302,충청북도 청원군  현도면 청남로 484 (주)광림,www.kanglim.com,,043-260-9111,0432609124,301,19800313,12
00417680,(주)불스원,BULLSONE,불스원,,이창훈,E,1101112187676,2208607635,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) 6층",www.bullsone.com,,02)2106-7715,02)2106-7911,20424,20010325,12
01055317,(주)비엔디생활건강,"B&D Life Health CO.,LTD",비엔디생활건강,215050,이다니엘,N,1101114768440,2158763345,충청북도 음성군 생극면 생극산단길 31(주)비엔디생활건강,www.e-seje.com,,02-552-8481,025528482,20421,20120105,12
01336443,디와이씨(주),"DYC CO.,LTD.",디와이씨,310870,"이종훈, 김용덕(각자대표이사)",K,1101116902393,5878101164,경상북도 경산시 진량읍 공단7로 42 대원리 498번지 디와이씨 주식회사,dycauto.com,,053-245-6200,,303,20181022,12
00896753,(주)스킨앤스킨,"Skin n Skin Co., Ltd.",스킨앤스킨,159910,권영원,K,1311110165843,1298198293,경기도 파주시 문산읍 돈유2로 14-1 씨동,www.skinnskin.co.kr,,070-5073-4910,031-953-9834,204,20060619,12
00458234,아시아나아이디티(주),"Asiana IDT, Inc.",아시아나IDT,267850,서근식,Y,1101110801848,1048122547,"서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층) (공평동, 센트로폴리스)",www.asianaidt.com,,02-6303-3040,02-6303-3272,62021,19910902,12
01222016,(주)옥천당,OKCHUNDANG,옥천당,,구성민,E,2301110152923,6208133212,대구광역시 동구 율암로 142 (율암동)옥천당,,,053-950-0051,053-965-9552,62022,20090310,12
00453488,(주)다이나믹디자인,"Dynamic Design Co., LTD.",다이나믹디자인,145210,황 응 연,Y,2001110097272,4108149892,광주광역시 북구 첨단연신로29번길 12 (주)다이나믹디자인(연제동 1036번지),www.saehwaimc.com,,062-944-6161,062-941-0054,29294,19990402,12
00393469,(주)녹원씨엔아이 ,"Nokwon Commercials & Industries, Inc.",녹원씨엔아이,065560,장봉근,K,1101110529747,2148113888,경기도 파주시 신촌2로 1 (주)녹원씨엔아이,www.nokwoncni.co.kr,,031-958-2500,02-2025-6511,181,19870507,12
01364297,(주)코퍼스코리아,"COPUS KOREA Co., Ltd.",코퍼스코리아,322780,오영섭,K,1101117062716,2068801212,서울특별시 마포구 월드컵북로 361 8층(DMC이안상암2단지),-,,02-568-1317,02-568-2422,591,20190401,12
00346911,(주)아이톡시,ITOXI Corp.,아이톡시,052770,전봉규,K,1101111434218,2118623306,서울특별시 강남구 도산대로 427 파모소빌딩 4층,www.ydonline.co.kr,,02-6207-7111,02-6207-7115,467,19970630,12
01442115,주식회사 소마젠,"Psomagen, Inc.",소마젠,950200,홍수,K,,D10331502,"1330 Piccard Drive, Suite 205, Rockville, MD 20850,USA",psomagen.com,,1-301-251-1007,1301-251-4006,73909,20041202,12
00204226,(주) 소프트센,"SOFTCEN CO., LTD.",소프트센,032680,얼티앤수(데이비드스미스),K,1101110570442,1378102916,"서울특별시 서초구 반포대로 13 1층 (서초동, 아이티센빌딩)",www.softcen.co.kr,,02-2027-3800,02-864-8338,465,19880411,12
01084364,(주)엔지스테크널러지,"EnGIS Technologies, Inc.",엔지스테크널러지,208860,박용선,K,1101111574709,2138636108,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층,www.engistech.com,,02-1522-9060,070-5138-1781,58222,19980812,12
00267881,보성파워텍(주),"BOSUNG POWER TECHNOLOGY CO., LTD.",보성파워텍,006910,임재황,K,1301110007765,1348102237,충청북도 충주시 주덕읍 대창길 70 -,www.bosungpower.co.kr,,031 -491 -0311,031-491-5317,2511,19701121,12
00587925,주식회사 비엘,BL Corporation,비엘,142760,박영철,K,1601110091332,3148129870,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터)",www.bioleaders.co.kr,http://www.bioleaders.com,031-280-9650,031-280-9660,701,19991230,12
00660121,(주)디에이테크놀로지,"DA Technology Co.,Ltd.",디에이테크놀로지,196490,이종욱,K,1101111958888,1198138212,경기도 화성시 비봉면 쌍학길 15 (쌍학리 250-2),www.dat21.co.kr,www.dat21.co.kr,031-369-8800,031-369-8877,29271,20000503,12
00261373,(주)마크로젠,"Macrogen, Inc.",마크로젠,038290,"이수강, 김창훈 (각자 대표이사)",K,1101111423576,2088124115,서울특별시 금천구  벚꽃로 254 월드메르디앙1차,www.macrogen.com,,02-2180-7000,02  -2113-7016,73909,19970605,12
00816544,(주)토니모리,"TONYMOLY CO., LTD.",토니모리,214420,김승철,Y,1101113500249,1148653270,서울특별시 서초구 남부순환로 2557 토니모리 빌딩,www.tonysteet.com,,02-591-3191,02-593-1409,20423,20060726,12
00516246,주식회사알에프세미,"RFsemiTechnologies,Inc.",알에프세미,096610,이진효,K,1601110088660,3148128793,대전광역시 유성구 죽동로 141 -,http://www.rfsemi.co.kr/,,042-823-9682,042-823-9684,2612,19991022,12
00107613,(주)이수페타시스,"ISUPETASYS CO.,LTD",이수페타시스,007660,오욱현,Y,1101110186638,5148116131,대구광역시 달성군  논공읍 논공로53길 36 이수페타시스,www.petasys.com,,053-610-0300,053-6100-401,2622,19720204,12
01011526,(주)엔켐,"Enchem Co., Ltd.",엔켐,348370,오정강,K,1512110026289,3048125799,충청북도 제천시 바이오밸리로 107,www.enchem.net,,043)653-0910,043)653-0914,20119,20120216,12
00147860,(주)에스엠벡셀,"SM BEXEL CO.,LTD",에스엠벡셀,010580,"정병수, 박훈진(각자대표)",Y,1341110003058,1258106772,충청남도 아산시 도고면 도고면로 48-15 (주)지코,www.jico21.com,,041-529-7714,041-529-7880,303,19750411,12
00418379,(주)자연과환경,"NatureandEnvironmentCo.,Ltd.",자연과환경,043910,이병용,K,1101111727853,2158178735,충청남도 공주시  우성면 보흥1길 116-28,www.e-nne.co.kr,,041-852-3355,02-557-9951,3900,19990705,12
00378628,(주)케이에이치바텍,"KH VATEC Co., LTD",KH바텍,060720,남광희,K,1760110007234,5138106659,경상북도 구미시  1공단로10길 53-12 (주)KH바텍,www.khvatec.com,,054-465-0630,054-465-0345,2629,19921123,12
00200275,(주)와이티엔,YTN,YTN,040300,우장균,K,1101110971873,1028132883,서울특별시 마포구 상암산로 76와이티엔뉴스퀘어,www.ytn.co.kr,,(02) 398-8000,02-398-8069,591,19930914,12
00349811,(주)초록뱀컴퍼니,"CHOROKBAEM COMPANY Co., Ltd.",초록뱀컴퍼니,052300,최진욱,K,1601110048870,3148112966,"서울특별시 강남구 도산대로 414 14층(청담동, 한성청담빌딩)",www.chorokbaemcompany.com,,02-6237-9784,02-3283-7979,468,19950817,12
00861997,(주)인포마크,"INFOMARK Co., Ltd",인포마크,175140,"최혁,박장호(각자대표)",K,1101112431669,1198154094,경기도 성남시 분당구 황새울로 321 비즈니스호텔갤러리 8층,www.infomark.co.kr,http://www.infomark.co.kr,02-6205-0505,031-714-0454,26429,20020124,12
00135111,(주)수산중공업,"SOOSAN HEAVY INDUSTRIES CO.,LTD",수산중공업,017550,"정석현, 신수근(각자 대표이사)",Y,1348110002981,1248131958,경기도 화성시  양감면 정문송산로 260,www.soosan.co.kr,,031-352-7733,031)350-5295,29241,19840302,12
00402989,(주)코스온,"COSON Co., Ltd.",코스온,069110,이동건,K,1101111823289,1068184011,"서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)",coson.co.kr,,02-3454-0276,070-8228-0278,20423,19991207,12
01353024,(주)티에스트릴리온,"TS Trillion Co., Ltd.",TS트릴리온,317240,장기영,K,1101116982139,4258701422,"서울특별시 영등포구 양평로 96 1층,6층,8층(양평동4가,티에스빌딩)",,www.tstrillion.com,02-2122-9226,02-785-8297,204,20190111,12
00842619,주식회사 레고켐바이오사이언스,LegoChem Biosciences Inc.,레고켐바이오,141080,김용주,K,1601110206866,3148182268,대전광역시 유성구 국제과학10로 10 (주)레고켐 바이오사이언스,www.legochembio.com,,042-861-0688,042)861-0689,70113,20060502,12
00366517,(주)케이씨산업,"KC INDUSTRY CO.,LTD.",KC산업,112190,"이홍재, 박광노(각자대표)",N,1312110004403,1268122396,경기도 여주시 가남읍 가남로 465,www.kccond.co.kr,,031-883-8684,,23325,19951221,12
00234971,제이비우리캐피탈주식회사,"JB Woori Capital Co., Ltd.",제이비우리캐피탈,,박춘원,E,1701110092784,5018118905,"전라북도 전주시 덕진구 백제대로 566, 18층(금암동)",www.wooricap.com,,02-2189-2319,02-6096-9070,64913,19951207,12
01101041,패션플랫폼(주),"Fashion Platform Co.,Ltd.",패션플랫폼,225590,박원희,K,1101115782473,2328103753,서울특별시 강남구 논현로28길 9 유진빌딩 3층,fashion-platform.co.kr,,02-573-1292,02-2004-9298,141,20150715,12
00108038,엔피씨(주),National Plastic Company Limited,엔피씨,004250,최병민,Y,1101110212699,1348126904,경기도 안산시 단원구  해안로 289 엔피씨(주),www.npc.co.kr,,031-362-2851,031-360-7501,22232,19650529,12
01061558,덕산네오룩스(주),"DUK SAN NEOLUX CO.,LTD",덕산네오룩스,213420,"이수훈, 이범성(각자 대표이사)",K,1615110176036,3128674729,충청남도 천안시 서북구 입장면 쑥골길 21-32,www.dsneolux.co.kr,,041-590-5400,041-590-5499,262,20141231,12
00117267,동양생명보험(주),"TONGYANG LIFE INSURANCE CO.,LTD.",동양생명,082640,"저우궈단(Jou, Gwo-Duan)",Y,1101110624688,2028138251,서울특별시 종로구 종로 33 (청진동),www.myangel.co.kr,,02-1577-1004,02-771-1347,65110,19890701,12
00409371,인베니아(주),"INVENIA Co.,Ltd.",인베니아,079950,구동범,K,1348110056871,1248180691,경기도 성남시 중원구  갈마치로 214,www.inveniacorp.com,,031-778-1114,031-778-1199,29272,20010126,12
00157539,KB오토시스(주),"KB Autosys Co.,Ltd",KB오토시스,024120,김신완,K,1101110408305,2048112301,충청남도 아산시  음봉면 아산온천로 528-24,www.kbautosys.com,,041-537-5345,041 -546 -7993,303,19851014,12
00492894,(주)젬백스&카엘,"GemVax & KAEL Co.,Ltd.",젬백스,082270,"김상재, 송형곤",K,1601110069636,3148121219,대전광역시 유성구 테크노11로 58,www.kael.co.kr,,042-931-6287,042-931-9190,29271,19980310,12
00157636,(주)케이피에프,KPF,케이피에프,024880,"송무현, 김형노",K,1301110010841,1348102988,경기도 성남시 분당구 운중로 136 판교송현타워,www.kpf.co.kr,,043-849-1114,02  -818 -8779,259,19631031,12
00156488,(주)휴스틸,"HUSTEEL CO.,LTD",휴스틸,005010,박훈,Y,1101110077283,1078111563,"서울특별시 강남구  테헤란로 512 (대치동, 신안빌딩 14층)",www.husteel.com,,02-828-9000,02-828-9100,2413,19670418,12
00130091,샘표(주),SEMPIO COMPANY,샘표,007540,박진선,Y,1101110123797,2178100359,서울특별시 중구 충무로 2,www.sempio.com,,02-3393-5500,02-2279-9516,64992,19711209,12
00669450,(주)바이오프로테크,BIO PROTECH INC.,바이오프로테크,199290,"박익로,김병전 (공동대표이사)",N,1101111973729,1088122350,강원도 원주시 문막읍 동화공단로 151-3(동화첨단의료기기산업단지),www.protechsite.com,,033-735-7720,033-735-7736,271,20000519,12
00163716,(주)한창,HANCHANG CORPORATION,한창,005110,최 승 환,Y,1801110000602,6078117053,부산광역시 연제구 중앙대로 1052 501호(연산동),www.hanchang.co.kr,,02-850-6545,02)852-8181,465,19670710,12
00121686,엠케이전자(주),MKElectron,엠케이전자,033160,이진,K,1345110004412,1358106406,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자,www.mke.co.kr,,031-330-1900,0313386817,262,19821216,12
01569102,아이비케이에스제16호기업인수목적 주식회사,IBKS No.16 Special Purpose Acquisition Company,IBKS제16호스팩,388790,전구택,K,1101117889821,2698702118,서울특별시 영등포구 국제금융로6길 11,www.ibks.com,,02-6915-5356,,66199,20210517,12
00651901,에어부산 주식회사,"Air Busan Co., Ltd",에어부산,298690,안병석,Y,1801110605121,6058184518,부산광역시 강서구 유통단지1로57번가길 6,www.airbusan.com,,1666-3060,051-410-0849,511,20070831,12
00602172,와이엠티(주),"YMT CO., LTD.",와이엠티,251370,전성욱,K,1201110185810,1398139933,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단)",www.ymtechnology.com,,032-821-8277,032-821-8271,201,19990211,12
00815767,(주)위메이드플레이,"Wemade Play Co., Ltd.",위메이드플레이,123420,이호대,K,1101114291540,1078732726,"경기도 성남시 분당구 황새울로360번길 42 9층, 14층",corp.wemadeplay.com,,031-1833-9782,031-706-7466,5821,20100225,12
00671376,(주)티웨이항공,"T'way Air Co., Ltd.",티웨이항공,091810,정홍근,Y,1101112782046,1018194800,서울특별시 강서구 하늘길 210,www.twayair.com,,02-6250-4984,02-6250-5999,511,20030701,12
00807555,메가엠디(주),"MegaMD Co., Ltd.",메가엠디,133750,임수아,K,1101112937857,1208662487,"서울특별시 서초구 반포대로 81 4층(서초동, 영림빌딩)", http://www.megamd.co.kr ,,02-6918-3505,02-6918-3791,85503,20040119,12
00131197,(주)서원,"SEOWON CO.,LTD",서원,021050,"조시영, 조경호",Y,1350110029881,1348101655,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",www.swbrass.co.kr,,031-365-8700,(031)491-6577,24322,19880907,12
01205709,에이치디현대(주),"HD HYUNDAI CO.,LTD.",HD현대,267250,"권오갑, 정기선 (각자 대표이사)",Y,1701110638661,5398600614,서울특별시 종로구 율곡로 75 현대빌딩 14층,www.hdhyundai.co.kr,,18-11-6114,,192,20170403,12
00979074,SK인천석유화학(주),"SK Incheon Petrochem Co.,Ltd",SK인천석유화학,,최윤석,E,1201110666464,1378633904,인천광역시 서구 봉수대로 415 (원창동),www.skincheonpetrochem.com,,032-570-5142,,19210,20130701,12
00351454,(주)엑서지21,"Exergy21 Co., Ltd.",엑서지21,043090,"이용흥, 심홍기(각자 대표이사)",K,1101110527767,1398109157,서울특별시 강남구 봉은사로 304 역삼동 금강빌딩 11층,www.pharmswell.com,,02-569-7610,02-569-7612,467,19870416,12
00957735,(주)클리오,"CLIO Cosmetics Co., Ltd",클리오,237880,한현옥,K,1101111421273,2118622189,서울특별시 성동구 왕십리로 66 -,www.clio.co.kr,,02-514-0056,02-514-0076,20423,19970531,12
00268251,(주)다산네트웍스,"DASAN Networks, Inc.",다산네트웍스,039560,남민우,K,1101110924765,1298116613,경기도 성남시 분당구 대왕판교로644번길 49 다산타워,www.dasannetworks.com,http://www.dasannetworks.com/kr/irpr/m35.asp,070-7010-1000,031-622-6501,26410,19930304,12
01210066,주식회사 리파인,"REFINE Co., Ltd.",리파인,377450,이창섭,K,1101112564478,1208640033,"서울특별시 강남구 테헤란로 625, 4층 (삼성동, 덕명빌딩)",www.refine.co.kr,,02-2189-8700,02-565-5398,63991,20020710,12
00295857,(주)코다코,"KODACO CO., LTD",코다코,046070,"인귀승, 조만영(각자 대표이사)",K,1201110147422,1398131377,충청남도 천안시 서북구  입장면 신대길 8,www.kodaco.co.kr,,041-411-3100,041-411-3197,303,19970214,12
00638539,(주)뉴로스,"NEUROS Co., Ltd.",뉴로스,126870,김승우,E,1601110098073,3058137658,대전광역시 유성구 테크노2로 274 (탑립동),www.neuros.co.kr,,042-865-7300,042-865-7307,29173,20000509,12
01016886,(주)테크엔,"TECHEN Co.,Ltd",테크엔,308700,이지원,N,1701110378746,5148168599,대구광역시 달성군 구지면 국가산단대로50길 99,www.techen.co.kr,,053-593-5678,053-593-1279,28422,20090527,12
00631518,SK이노베이션(주),"SK Innovation Co., Ltd.",SK이노베이션,096770,김준,Y,1101113710385,1018632319,서울특별시 종로구  종로 26,www.SKinnovation.com,,02-2121-5114,02-2121-2118,192,20070703,12
00926522,테고사이언스(주),"Tego Science, Inc.",테고사이언스,191420,전세화,K,1601110114126,3148140292,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스)",www.tegoscience.com,,02-818-2900,02-2107-3173,21102,20010320,12
00365590,에이치엘비생명과학(주),"HLB Life Science CO.,LTD.",HLB생명과학,067630,"남상우, 한용해(각자대표)",K,1101111568885,1168169278,"경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)",www.hlb-ls.com,,02-2627-6700,02-2627-6703,72129,19980724,12
00706715,미원홀딩스(주),"Miwon Holdings Co.,Ltd.",미원홀딩스,107590,"김정돈, 신동호",Y,2101110063190,4028181192,경기도 용인시 수지구 포은대로59번길 20 -,-,,031-479-9313,031-471-4334,649,20090202,12
00103644,(주)비츠로테크,"Vitzro Tech Co.,LTD.",비츠로테크,042370,"장순상, 유병언, 장범수(각자대표)",K,1101110086169,1348108395,경기도 안산시 단원구  별망로 327 비츠로테크,www.vitzrotech.com,,02  -4602-021,02  -466-2117,64992,19680130,12
